YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,State,District,Latitude,Longitude
2002,3,7,0,1,0,1,1,0,1,0,0,4,9,20,0,20,0,1,1,0,0,25,0,1,0,1,0,0,67,141,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862
2002,43,20,2,55,0,55,69,59,10,28,1,23,83,256,9,247,275,19,28,1,28,90,4,18,0,97,0,102,285,1527,Assam,Barpeta,26.427872264631056,90.97912010178116
2002,47,0,0,21,0,21,51,40,11,26,1,20,78,80,6,74,81,16,9,0,2,30,3,2,0,32,0,45,274,818,Assam,Bongaigaon,26.45012521994133,90.6734296187684
2002,57,44,0,71,0,71,93,80,13,29,1,18,206,448,3,445,446,50,33,3,57,234,7,156,0,219,0,291,1057,3520,Assam,Cachar,24.815570668693017,92.86849650455927
2002,31,7,2,33,0,33,54,41,13,12,1,11,50,119,6,113,61,6,8,3,15,116,4,68,0,37,0,43,180,861,Assam,Darrang,26.58463215962442,92.04141338028155
2002,30,15,0,48,0,48,31,25,6,7,0,11,27,83,0,83,14,16,14,1,13,194,1,23,0,57,0,20,84,689,Assam,Dhemaji,27.586533438485816,94.71336908517353
2002,97,35,2,45,0,45,75,58,17,19,1,23,96,309,35,274,36,4,21,3,23,369,1,27,0,43,0,155,258,1642,Assam,Dibrugarh,27.30612284482757,95.0998282327587
2002,24,18,1,40,0,40,48,29,19,25,0,10,63,107,2,105,128,8,17,1,12,69,2,67,0,93,0,93,133,959,Assam,Goalpara,26.017277777777807,90.59869891598912
2002,57,9,4,42,0,42,68,60,8,10,1,37,56,260,31,229,13,28,31,5,28,342,0,36,0,36,0,90,194,1347,Assam,Golaghat,26.377219709794485,93.82583397823468
2002,26,5,1,24,0,24,42,42,0,13,0,5,63,110,0,110,114,9,8,0,25,80,1,30,0,34,0,20,204,814,Assam,Hailakandi,24.457496089385486,92.59154664804475
2002,37,13,4,36,0,36,36,32,4,4,0,14,67,204,8,196,68,18,21,2,17,124,0,39,0,42,0,42,342,1130,Assam,Jorhat,26.76244824016563,94.30197722567289
2002,34,31,8,41,0,41,118,104,14,21,0,30,68,138,57,81,50,24,47,0,13,65,2,23,0,20,0,16,924,1673,Assam,Kamrup,26.170939452054807,91.58863273972592
2002,41,3,1,5,0,5,37,9,28,13,0,20,15,118,20,98,16,4,7,1,7,46,2,6,0,6,0,18,161,527,Assam,Karbi Anglong,26.08966454598031,93.11536570271832
2002,43,12,0,23,0,23,38,7,31,6,0,4,71,142,8,134,179,6,15,1,16,59,6,11,0,69,0,28,165,894,Assam,Karimganj,24.69660712250711,92.3679498575498
2002,62,20,0,15,0,15,48,18,30,16,0,13,45,77,0,77,61,7,13,4,6,169,3,51,0,38,0,62,186,896,Assam,Kokrajhar,26.497246635730868,90.13997470997688
2002,26,34,1,69,0,69,84,74,10,2,0,44,95,283,0,283,59,19,86,0,45,478,0,63,0,175,0,72,290,1925,Assam,Lakhimpur,27.14128805970149,94.0775949253732
2002,78,40,3,61,0,61,132,124,8,53,2,77,355,298,45,253,305,41,61,4,45,493,7,115,5,158,0,249,672,3254,Assam,Nagaon,26.26462170626351,92.9306191144708
2002,47,56,0,27,0,27,50,31,19,25,0,31,81,87,1,86,3,10,15,3,7,112,0,11,0,24,0,24,398,1011,Assam,Nalbari,26.46323767605632,91.40598521126763
2002,75,20,1,57,0,57,57,57,0,8,0,22,50,328,47,281,50,26,27,3,22,557,6,28,0,71,0,42,431,1881,Assam,Sibsagar,27.02762869565218,94.90025847826082
2002,109,22,1,67,0,67,114,109,5,23,1,35,166,332,8,324,157,47,45,1,19,278,9,53,0,146,0,179,465,2269,Assam,Sonitpur,26.73514926829268,92.85197804878044
2002,115,17,2,41,0,41,53,39,14,37,0,40,119,333,6,327,74,18,25,4,0,113,1,5,0,24,0,101,306,1428,Assam,Tinsukia,27.53549291139241,95.69055949367085
2002,61,15,2,101,0,101,91,79,12,34,2,36,63,109,10,99,365,25,5,2,14,89,5,2,0,30,0,30,1004,2085,Bihar,Araria,26.211528119180603,87.30766554934816
2002,96,38,0,12,0,12,19,3,16,20,0,26,66,132,2,130,195,10,28,0,0,41,33,4,0,6,0,42,1544,2312,Bihar,Aurangabad,24.774291867469877,84.45986024096379
2002,96,38,0,12,0,12,19,3,16,20,0,26,66,132,2,130,195,10,28,0,0,41,33,4,0,6,0,42,1544,2312,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334
2002,100,18,3,27,0,27,32,9,23,38,0,35,55,92,5,87,255,6,4,0,2,4,10,4,0,14,0,0,797,1496,Bihar,Banka,24.832355642023337,86.8664916342413
2002,138,139,5,20,0,20,75,15,60,15,1,89,67,253,29,224,157,31,33,0,13,149,23,23,0,40,0,129,1654,3054,Bihar,Begusarai,25.54302613168723,86.12560144032932
2002,107,46,4,40,0,40,89,51,38,16,3,64,134,409,46,363,207,35,52,2,13,12,19,10,0,26,0,58,1445,2791,Bihar,Bhagalpur,25.277192885375477,87.04213814229242
2002,147,41,1,17,0,17,43,17,26,35,4,49,99,247,9,238,124,22,71,0,39,26,51,4,0,79,1,8,1913,3021,Bihar,Bhojpur,25.50666439393939,84.49407803030304
2002,60,80,16,17,0,17,40,0,40,38,0,44,61,182,0,182,236,0,43,0,4,45,16,0,0,16,0,125,817,1840,Bihar,Buxar,25.48593018867924,84.08808081760995
2002,72,79,17,52,0,52,93,31,62,42,3,29,91,225,12,213,244,64,89,22,28,67,26,38,0,73,0,64,1669,3087,Bihar,Darbhanga,26.146187719298258,85.97387352472099
2002,218,149,8,31,0,31,38,18,20,98,3,132,162,348,19,329,319,37,63,0,38,290,26,27,0,44,0,120,973,3124,Bihar,Gaya,24.7266541547278,84.94291217765044
2002,69,89,5,16,0,16,42,16,26,13,3,34,72,120,22,98,181,2,64,0,3,7,23,0,0,51,0,35,1206,2035,Bihar,Gopalganj,26.44874364161851,84.34636127167629
2002,56,203,3,15,0,15,38,13,25,8,0,34,39,106,8,98,142,0,18,0,12,94,21,0,0,19,0,27,213,1048,Bihar,Jamui,24.78418380462726,86.26316298200514
2002,73,55,1,7,0,7,32,9,23,28,1,20,34,123,8,115,169,0,35,0,0,0,21,0,0,5,0,12,702,1318,Bihar,Jehanabad,25.155679045643165,84.9208124481328
2002,67,25,5,77,0,77,87,69,18,29,7,30,65,157,19,138,235,7,50,0,3,71,5,5,0,32,0,43,1173,2173,Bihar,Katihar,25.56565356037151,87.70466083591326
2002,66,23,6,15,0,15,31,14,17,9,4,17,20,75,9,66,173,7,18,0,4,26,9,8,0,17,0,32,541,1101,Bihar,Khagaria,25.53558891454964,86.56593256351037
2002,30,2,1,20,0,20,35,26,9,15,2,10,38,82,10,72,137,10,4,1,8,5,5,4,0,37,0,10,510,966,Bihar,Kishanganj,26.324336758321294,87.95045007235886
2002,67,36,2,2,0,2,34,6,28,6,4,15,22,84,9,75,67,3,10,0,4,41,4,10,0,6,0,34,337,788,Bihar,Lakhisarai,25.183449321266963,86.12825701357468
2002,50,23,3,10,0,10,32,7,25,29,1,41,22,75,11,64,162,5,9,0,11,117,4,7,0,9,0,23,386,1019,Bihar,Madhepura,25.77341929460581,86.8978443983403
2002,66,86,92,31,0,31,50,15,35,35,7,20,98,177,2,175,282,22,65,0,69,672,58,165,0,111,0,81,440,2627,Bihar,Madhubani,26.41380538172716,86.16328360450552
2002,63,124,0,11,0,11,53,27,26,4,0,22,36,161,14,147,51,32,68,0,9,563,8,0,0,0,0,21,788,2014,Bihar,Munger,25.198537962962963,86.54173672839504
2002,130,92,23,60,0,60,167,22,145,57,1,122,178,723,101,622,393,152,113,3,36,121,42,26,0,178,1,177,2068,4863,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543
2002,175,191,17,32,0,32,93,22,71,49,7,63,93,233,10,223,221,41,22,20,10,866,45,23,0,44,1,34,967,3247,Bihar,Nalanda,25.229345508982053,85.48053113772461
2002,472,682,30,37,0,37,203,36,167,93,27,491,494,1763,494,1269,489,206,342,6,35,445,76,42,0,148,0,376,2760,9217,Bihar,Patna,25.40297114503818,85.3198433587787
2002,132,35,5,15,0,15,92,10,82,85,2,90,166,375,15,360,401,12,22,0,10,22,52,4,0,82,0,349,1468,3419,Bihar,Rohtas,24.99170460829495,83.9350762672811
2002,39,106,4,11,0,11,20,10,10,4,0,20,18,65,4,61,110,19,20,0,10,152,10,16,2,8,0,24,309,967,Bihar,Saharsa,25.821270696721303,86.54670819672135
2002,119,120,19,22,0,22,56,21,35,36,19,69,93,197,31,166,243,41,30,0,41,244,12,4,2,10,21,19,1391,2808,Bihar,Samastipur,25.793205563909765,85.94833323308269
2002,100,63,0,12,0,12,73,10,63,39,10,46,88,271,38,233,265,30,15,2,16,1196,69,0,0,85,0,91,806,3277,Bihar,Saran,25.89656077844312,84.82266287425155
2002,33,18,2,6,0,6,24,0,24,8,1,6,11,60,2,58,80,59,21,0,3,8,5,8,0,16,1,9,508,887,Bihar,Sheikhpura,25.12472436548223,85.77839390862943
2002,10,0,0,14,0,14,19,6,13,10,0,3,12,16,2,14,48,0,18,1,5,0,7,1,0,0,0,0,283,447,Bihar,Sheohar,26.458380748663107,85.29539411764709
2002,54,19,1,31,0,31,50,22,28,24,0,27,46,176,10,166,270,27,36,2,9,246,14,26,0,28,1,30,1055,2172,Bihar,Sitamarhi,26.56570069686413,85.61172491289203
2002,117,163,9,8,0,8,57,26,31,37,2,108,83,138,30,108,217,15,21,1,18,162,24,8,0,50,0,43,735,2016,Bihar,Siwan,26.1736372013652,84.33766552901022
2002,43,46,0,22,0,22,34,0,34,40,1,35,34,114,0,114,192,4,16,0,9,90,7,5,0,12,8,3,1045,1760,Bihar,Supaul,26.28157893772896,86.78496465201461
2002,99,109,19,16,0,16,72,41,31,10,5,42,116,306,40,266,207,64,115,1,23,235,65,21,0,60,0,76,1784,3445,Bihar,Vaishali,25.8134703180212,85.39247597173153
2002,30,21,0,30,0,30,3,2,1,35,1,18,61,46,5,41,23,4,0,0,8,53,2,33,3,19,0,12,216,618,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256
2002,56,43,9,72,0,72,15,15,0,1,0,48,504,595,101,494,140,5,42,3,10,480,13,160,10,86,0,106,2311,4709,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188
2002,56,43,9,72,0,72,15,15,0,1,0,48,504,595,101,494,140,5,42,3,10,480,13,160,10,86,0,106,2311,4709,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157
2002,16,12,0,26,0,26,4,0,4,0,0,6,105,113,19,94,26,2,10,2,2,130,1,40,9,9,0,56,680,1249,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348
2002,72,65,0,132,0,132,29,23,6,2,1,51,569,787,206,581,59,9,74,5,27,515,11,230,33,116,0,0,3334,6121,Chhattisgarh,Durg,21.194463849287164,81.33181639511197
2002,54,14,2,35,0,35,0,0,0,9,0,18,59,82,9,73,15,2,3,1,6,67,2,16,2,4,0,33,342,766,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848
2002,35,6,0,37,0,37,6,6,0,21,0,4,76,54,6,48,22,1,2,0,28,52,1,33,4,22,0,39,603,1046,Chhattisgarh,Kanker,20.139461285008245,81.06913080724874
2002,40,10,0,38,0,38,4,3,1,2,1,18,236,312,86,226,45,6,19,0,16,308,9,82,10,33,0,93,1013,2295,Chhattisgarh,Korba,22.491712499999995,82.57604326923074
2002,21,15,1,58,0,58,7,6,1,0,0,5,203,134,17,117,20,2,10,1,6,177,1,72,0,21,0,54,723,1531,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635
2002,15,16,4,33,0,33,5,5,0,3,0,9,141,150,29,121,27,2,13,0,4,211,0,56,3,14,0,81,537,1324,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384
2002,56,24,0,39,0,39,5,5,0,1,1,23,226,222,0,222,58,10,31,0,14,217,4,103,15,30,0,90,378,1547,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134
2002,56,24,0,39,0,39,5,5,0,1,1,23,226,222,0,222,58,10,31,0,14,217,4,103,15,30,0,90,378,1547,Maharashtra,Raigarh,18.453257637845976,73.0090609418579
2002,86,63,3,159,0,159,40,35,5,5,0,36,467,699,242,457,59,22,102,5,22,907,20,184,34,106,0,274,2302,5595,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388
2002,18,11,3,9,0,9,4,3,1,0,0,17,217,285,82,203,43,15,49,3,17,129,1,9,4,6,0,112,428,1380,Goa,North Goa,15.548723418714054,73.80667997909038
2002,12,9,1,3,0,3,5,2,3,5,0,7,159,211,64,147,36,12,29,0,8,107,1,9,2,2,0,90,352,1060,Goa,South Goa,15.195278658183785,73.941792596877
2002,21,17,1,4,0,4,27,23,4,0,0,20,66,158,35,123,37,18,6,1,14,240,0,18,1,95,0,77,1030,1851,Gujarat,Amreli,21.04832649310872,71.43457637825426
2002,48,31,1,8,0,8,38,33,5,10,0,14,151,359,109,250,184,105,49,0,57,568,0,22,2,183,0,200,1829,3859,Gujarat,Anand,22.282718206229863,72.57782051557454
2002,47,25,0,7,0,7,24,23,1,33,0,23,144,298,78,220,110,56,30,3,65,419,0,26,0,52,0,211,1513,3086,Gujarat,Bharuch,21.75787276237761,72.67326346710801
2002,59,43,1,9,0,9,51,39,12,9,0,46,277,500,200,300,402,135,70,5,76,137,4,57,7,125,0,10,3123,5146,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141
2002,64,14,2,14,0,14,9,9,0,76,0,64,61,120,36,84,67,17,6,0,52,397,0,19,0,18,0,0,743,1743,Gujarat,Dahod,22.897992252252237,73.99170612612609
2002,31,7,0,7,0,7,21,19,2,5,0,37,114,522,189,333,108,18,28,1,22,393,1,15,5,126,0,169,1669,3299,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026
2002,39,24,0,25,0,25,36,30,6,1,0,24,217,500,200,300,41,28,22,1,13,435,5,19,4,176,0,0,1961,3571,Gujarat,Jamnagar,22.410600414263328,69.62062005768233
2002,55,22,0,10,0,10,50,41,9,9,0,43,228,531,145,386,112,85,109,1,58,536,2,38,13,368,0,168,2542,4980,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612
2002,55,22,0,10,0,10,50,41,9,9,0,43,228,531,145,386,112,85,109,1,58,536,2,38,13,368,0,168,2542,4980,Gujarat,Junagadh,20.929523011609785,70.54733890140345
2002,16,4,0,7,0,7,5,2,3,12,0,1,27,36,5,31,34,4,18,0,25,145,0,6,4,9,0,41,302,696,Gujarat,Narmada,21.70666386292833,73.68403208722742
2002,26,4,0,5,0,5,11,11,0,3,0,14,108,134,74,60,19,22,10,1,14,133,0,2,0,23,0,0,825,1354,Gujarat,Navsari,20.866973318871995,72.86184869848157
2002,24,13,0,3,0,3,29,28,1,9,0,23,88,215,38,177,95,26,44,0,22,410,0,25,0,88,0,90,1185,2389,Gujarat,Patan,23.80634198473284,71.75162977099237
2002,7,7,2,4,0,4,9,8,1,0,0,5,39,75,29,46,9,48,21,0,6,122,3,16,0,53,0,35,752,1213,Gujarat,Porbandar,21.55092351651571,69.71896987722886
2002,40,30,0,13,0,13,37,29,8,13,0,24,128,224,44,180,95,61,13,1,25,487,4,40,2,83,0,1,1816,3137,Gujarat,Surendranagar,22.82672007299272,71.48358740875906
2002,39,14,0,3,0,3,21,16,5,15,0,18,259,398,130,268,53,51,27,2,13,279,0,12,0,32,0,0,1510,2746,Gujarat,Valsad,20.44238231644259,72.9148584798345
2002,25,18,7,15,0,15,21,18,3,0,4,11,251,331,123,208,4,18,64,2,10,258,7,17,0,122,0,0,987,2172,Haryana,Ambala,30.3503672316384,76.94970310734456
2002,35,24,5,17,0,17,16,13,3,6,4,14,140,206,97,109,110,20,62,1,20,244,35,29,0,54,0,0,896,1938,Haryana,Bhiwani,28.728868064516128,76.02110225806452
2002,57,38,7,37,0,37,61,39,22,2,20,26,240,677,441,236,130,116,71,3,12,292,19,56,1122,92,0,10,3911,6999,Haryana,Faridabad,28.14873109756098,77.32718536585368
2002,16,21,5,7,0,7,22,15,7,0,7,18,105,156,64,92,15,5,44,3,7,222,9,22,5,54,0,1,482,1226,Haryana,Fatehabad,29.57298318584072,75.54608716814157
2002,66,50,15,27,0,27,50,36,14,9,9,46,301,772,440,332,71,41,42,3,23,280,11,35,57,128,0,9,1578,3623,Haryana,Gurgaon,28.043894789579163,77.01935130260523
2002,41,25,3,18,0,18,14,12,2,2,4,18,94,198,90,108,55,43,34,3,0,172,14,39,37,115,0,102,487,1518,Haryana,Jhajjar,28.59651868131869,76.61137142857145
2002,33,13,12,19,0,19,15,9,6,1,9,9,100,134,77,57,75,61,33,2,7,180,11,10,12,57,0,1,531,1325,Haryana,Jind,29.45149821958457,76.29598575667653
2002,26,21,9,7,0,7,7,4,3,2,5,3,86,151,69,82,0,44,17,1,23,235,6,11,0,98,0,5,364,1121,Haryana,Kaithal,29.96068539094649,76.37698930041155
2002,39,28,5,37,0,37,16,8,8,4,6,14,216,383,185,198,42,17,49,3,6,635,11,25,0,115,0,213,309,2173,Haryana,Karnal,29.703200647249204,76.87488025889972
2002,31,13,4,15,0,15,18,14,4,2,3,11,181,321,148,173,0,21,123,2,3,193,7,20,14,88,0,0,786,1856,Haryana,Kurukshetra,30.05652659846548,76.78774680306903
2002,21,9,2,16,0,16,19,9,10,4,1,5,71,112,40,72,46,19,9,0,19,154,3,22,0,19,0,4,748,1303,Haryana,Mahendragarh,28.1352161458333,76.14018072916659
2002,7,2,1,13,0,13,19,17,2,1,6,5,136,201,77,124,1,20,42,1,3,11,5,29,45,60,0,82,497,1187,Haryana,Panchkula,30.700897142857134,76.97173238095236
2002,46,25,4,43,1,42,30,21,9,4,11,27,173,449,217,232,37,37,27,1,5,180,9,22,20,193,0,189,564,2096,Haryana,Panipat,29.34352134146342,76.92895914634147
2002,21,9,1,10,0,10,11,7,4,4,4,9,89,152,70,82,27,32,9,0,15,153,14,15,0,23,0,0,695,1293,Haryana,Rewari,28.19164714828897,76.55956007604564
2002,63,39,0,17,0,17,16,10,6,4,5,27,225,359,218,141,36,19,46,2,13,155,17,14,40,30,0,124,632,1883,Haryana,Rohtak,28.892517647058817,76.53123235294117
2002,43,37,4,20,0,20,22,3,19,2,4,16,175,229,98,131,18,23,56,1,5,326,7,30,0,103,0,5,652,1778,Haryana,Sirsa,29.63583446327684,74.90970480225988
2002,11,15,1,9,0,9,8,3,5,0,0,1,59,56,11,45,119,12,7,0,32,74,0,36,1,22,0,49,705,1217,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188
2002,11,15,1,9,0,9,8,3,5,0,0,1,59,56,11,45,119,12,7,0,32,74,0,36,1,22,0,49,705,1217,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157
2002,15,2,0,16,0,16,14,10,4,0,0,1,127,25,3,22,13,5,6,0,8,64,2,21,1,12,0,44,301,677,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366
2002,8,6,1,3,0,3,14,14,0,0,0,1,18,28,6,22,36,7,11,0,6,194,0,17,1,24,0,36,440,851,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594
2002,8,6,1,3,0,3,14,14,0,0,0,1,18,28,6,22,36,7,11,0,6,194,0,17,1,24,0,36,440,851,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789
2002,28,22,1,14,0,14,20,17,3,0,0,2,90,86,26,60,95,4,30,0,24,287,2,50,1,32,0,4,1169,1961,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173
2002,2,0,0,4,0,4,3,3,0,0,0,0,19,11,0,11,10,1,1,0,1,16,0,6,1,7,0,22,50,154,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
2002,8,2,1,14,0,14,11,11,0,0,0,0,30,29,8,21,23,5,10,0,4,42,0,20,0,11,0,40,493,743,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
2002,5,9,2,24,0,24,9,8,1,0,0,3,85,70,23,47,56,6,13,0,38,217,2,51,6,47,0,64,1068,1775,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
2002,15,10,0,27,0,27,22,18,4,0,0,2,120,119,26,93,115,13,26,0,10,78,0,49,0,22,0,69,1311,2008,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
2002,9,9,0,11,0,11,10,10,0,0,1,1,44,24,5,19,74,6,11,0,10,61,0,34,0,15,0,53,339,712,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493
2002,7,6,0,9,0,9,18,16,2,0,0,2,63,62,16,46,60,8,7,0,2,317,0,28,1,31,0,36,609,1266,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
2002,13,5,0,6,0,6,8,6,2,0,0,4,49,48,18,30,43,6,15,0,10,123,0,12,0,11,0,57,393,803,Himachal Pradesh,Una,31.58330388349513,76.18353932038836
2002,105,118,0,15,0,15,19,19,0,1,0,2,30,21,0,21,17,6,3,2,29,12,0,6,4,0,0,24,312,726,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518
2002,23,79,8,7,0,7,60,56,4,7,0,4,223,407,165,242,74,16,48,1,9,40,10,20,74,17,0,94,2015,3236,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991
2002,0,1,0,1,0,1,2,2,0,0,0,0,2,5,1,4,4,0,1,0,1,0,0,0,0,0,0,0,54,71,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312
2002,15,25,1,11,0,11,13,13,0,0,0,1,47,47,11,36,44,1,12,0,7,30,3,11,13,4,0,79,604,968,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404
2002,55,109,2,12,0,12,44,41,3,9,0,32,80,115,14,101,120,2,14,2,20,19,0,51,15,0,0,0,252,953,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118
2002,86,50,4,24,0,24,117,106,11,6,0,33,335,639,376,263,154,18,76,2,48,48,0,270,86,12,0,40,1056,3104,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288
2002,14,21,0,15,0,15,10,7,3,1,0,3,72,103,7,96,48,7,6,0,4,24,4,10,25,9,0,4,716,1096,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511
2002,58,108,2,48,0,48,40,26,14,40,5,64,132,445,95,350,180,28,24,2,10,432,29,32,0,16,0,118,381,2194,Jharkhand,Bokaro,23.6814965034965,85.98398374125864
2002,31,4,0,18,0,18,4,1,3,31,0,19,19,83,24,59,123,0,3,0,3,2,15,0,0,4,0,0,481,840,Jharkhand,Chatra,24.11619945750453,84.93295804701627
2002,36,34,4,37,0,37,5,2,3,13,2,25,53,98,20,78,145,0,0,0,7,18,16,7,0,17,0,2,764,1283,Jharkhand,Deoghar,24.33070100755672,86.75697632241814
2002,88,42,13,38,0,38,72,25,47,69,14,64,149,493,31,462,237,40,61,1,9,135,36,53,3,19,0,4,1561,3201,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185
2002,67,149,4,50,0,50,15,3,12,7,1,13,54,88,0,88,99,45,10,0,7,57,8,31,0,37,0,46,220,1008,Jharkhand,Dumka,24.275006125574265,87.27662450229711
2002,39,17,3,32,0,32,9,2,7,17,2,20,29,68,0,68,107,9,10,0,9,225,14,2,0,19,2,7,229,869,Jharkhand,Garhwa,24.082114689265527,83.68664265536722
2002,72,27,4,39,0,39,23,8,15,49,2,42,91,128,2,126,108,6,27,0,22,73,52,48,0,36,0,98,1008,1955,Jharkhand,Giridih,24.30578509874329,86.08710915619386
2002,31,36,0,86,0,86,21,6,15,9,0,10,46,128,0,128,125,7,17,0,0,314,4,0,0,56,0,3,1310,2203,Jharkhand,Godda,24.8189,87.2941735483871
2002,108,32,8,31,0,31,9,8,1,23,2,41,37,58,7,51,32,10,6,0,0,2,1,4,0,14,0,6,265,689,Jharkhand,Gumla,23.078532948929148,84.55056787479396
2002,18,33,2,25,0,25,13,2,11,4,0,6,30,69,4,65,39,0,5,1,2,116,3,14,0,18,0,1,135,534,Jharkhand,Jamtara,23.97873318077801,86.95325080091534
2002,30,25,0,6,0,6,13,4,9,39,0,24,13,50,6,44,103,8,15,0,4,187,7,8,0,37,0,38,178,785,Jharkhand,Koderma,24.556719434628963,85.7169091872792
2002,43,14,2,12,0,12,8,2,6,27,4,13,12,33,0,33,20,1,4,0,5,39,3,4,0,3,0,36,173,456,Jharkhand,Latehar,23.72511185840708,84.48298743362837
2002,37,7,4,37,0,37,6,1,5,5,1,13,16,32,2,30,44,2,11,0,3,6,2,3,0,5,0,1,349,584,Jharkhand,Pakur,24.57260428082189,87.69691969178076
2002,69,48,3,14,0,14,16,8,8,31,0,40,111,99,4,95,167,4,4,0,27,327,24,11,0,18,34,3,499,1549,Jharkhand,Palamu,24.196925968109337,84.20310842824594
2002,270,161,0,55,0,55,67,22,45,85,9,181,222,729,159,570,263,64,51,0,7,2,9,73,0,62,0,4,1992,4306,Jharkhand,Ranchi,23.184235061391547,85.31781937244203
2002,43,22,3,16,0,16,2,1,1,10,0,12,16,3,3,0,10,0,10,0,3,1,1,0,0,1,0,6,123,282,Jharkhand,Simdega,22.608760391198054,84.59193691931536
2002,51,38,2,4,0,4,17,7,10,2,0,1,74,147,35,112,209,11,28,1,6,363,2,53,1,63,0,0,842,1915,Karnataka,Bagalkot,16.15860676328503,75.64526070853468
2002,153,114,7,22,0,22,38,0,38,23,1,54,498,767,129,638,480,37,63,1,41,1274,35,114,0,129,0,0,3459,7310,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169
2002,113,60,1,6,0,6,26,16,10,12,0,48,203,272,107,165,370,18,137,10,19,806,7,55,0,102,0,19,2442,4726,Karnataka,Belgaum,16.16107219152853,74.72329042357275
2002,62,58,0,11,0,11,13,8,5,2,3,18,189,265,65,200,271,6,29,5,15,643,8,68,0,52,0,4,1366,3088,Karnataka,Bellary,15.074377548209377,76.47228471074374
2002,49,62,0,8,0,8,23,13,10,6,5,29,222,208,42,166,166,4,31,0,29,1020,10,85,2,64,0,0,2394,4417,Karnataka,Bidar,17.950361730769224,77.19459961538459
2002,62,53,2,3,0,3,30,24,6,12,0,22,138,117,32,85,326,4,23,0,27,645,5,71,0,90,0,0,1132,2762,Karnataka,Bijapur,16.84015316666667,75.95909166666665
2002,37,18,1,12,0,12,7,4,3,3,0,15,113,165,37,128,319,16,18,0,6,733,7,46,0,32,0,1,1437,2986,Karnataka,Chitradurga,14.29102220394736,76.57821957236843
2002,57,26,7,14,0,14,18,15,3,8,0,43,176,279,75,204,276,13,39,2,2,589,8,74,2,73,0,17,1383,3106,Karnataka,Davanagere,14.330414586709884,75.91723841166937
2002,15,22,0,3,0,3,4,3,1,3,1,4,49,72,29,43,133,8,20,3,2,173,3,12,0,12,0,0,389,928,Karnataka,Gadag,15.507128256880746,75.64861302752298
2002,79,76,7,24,0,24,43,32,11,3,4,46,173,258,56,202,368,6,47,1,19,1163,4,119,6,73,0,0,1484,4003,Karnataka,Gulbarga,17.070459515951594,76.87503850385033
