YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,State,District,Latitude,Longitude
2005,47,43,1,40,0,40,15,6,9,1,1,23,189,187,30,157,45,3,13,0,18,989,18,106,5,28,0,67,922,2761,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428
2005,55,134,0,74,0,74,28,14,14,7,2,91,447,1058,226,832,72,25,69,6,29,792,17,172,41,173,1,125,3953,7371,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058
2005,43,49,2,97,0,97,15,14,1,0,0,31,219,281,69,212,74,12,17,0,25,833,27,199,9,45,0,56,1910,3944,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563
2005,92,56,1,56,0,56,33,25,8,29,16,84,392,1025,279,746,206,36,142,3,26,768,0,91,0,338,0,474,1373,5241,Maharashtra,Ahmednagar,19.21759903201788,74.69220260610572
2005,46,40,2,21,0,21,24,22,2,10,0,56,285,1225,140,1085,136,25,97,5,27,828,3,82,14,184,0,88,1396,4594,Maharashtra,Akola,20.746310479041902,77.12122320359276
2005,27,11,3,15,0,15,17,14,3,1,0,12,175,475,37,438,52,15,39,6,43,340,3,64,34,67,0,113,886,2398,Maharashtra,Bhandara,21.211792649727748,80.10950199637024
2005,61,18,0,41,0,41,17,14,3,9,1,29,323,704,91,613,116,23,51,7,38,578,2,93,27,110,0,188,1010,3446,Maharashtra,Chandrapur,20.095609090909075,79.31556380471388
2005,47,30,0,15,0,15,9,9,0,5,1,15,110,317,79,238,108,21,42,0,8,380,10,27,7,110,0,204,792,2258,Maharashtra,Dhule,21.274018690400517,74.58719071837263
2005,34,11,1,15,0,15,15,12,3,9,2,41,119,243,26,217,153,9,13,0,38,595,2,45,8,106,0,53,396,1908,Maharashtra,Hingoli,19.59525302245251,77.09239412780653
2005,74,55,2,52,0,52,26,26,0,8,2,37,217,733,130,603,200,85,311,8,12,698,4,92,30,301,0,295,1321,4563,Maharashtra,Jalgaon,20.8828943415638,75.55140421810695
2005,37,40,2,20,0,20,13,8,5,19,2,58,153,391,82,309,176,11,63,3,42,533,21,53,5,215,0,116,907,2880,Maharashtra,Jalna,19.984612534818933,75.98473607242339
2005,65,62,2,26,0,26,25,15,10,7,1,27,258,690,250,440,167,98,184,3,10,552,22,47,12,76,0,281,808,3423,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648
2005,49,40,1,24,0,24,22,20,2,11,6,36,220,401,76,325,175,18,55,2,35,962,40,61,3,107,0,152,959,3379,Maharashtra,Latur,18.348687268993856,76.75812607802874
2005,70,112,3,41,0,41,42,29,13,31,9,85,325,624,119,505,285,25,112,3,52,1359,17,85,10,239,0,122,1769,5420,Maharashtra,Nanded,19.209316983017,77.6829048951049
2005,27,22,0,19,0,19,3,2,1,5,0,6,56,168,21,147,65,14,43,2,2,234,3,21,8,73,0,88,309,1168,Maharashtra,Nandurbar,21.523175625248147,74.32638757443429
2005,41,19,0,22,0,22,7,4,3,15,0,23,207,434,42,392,111,7,58,0,23,649,1,42,8,118,0,199,1043,3027,Maharashtra,Osmanabad,18.19459456066944,75.99495575313809
2005,39,33,2,14,0,14,13,8,5,15,4,31,159,344,74,270,167,8,74,2,30,852,10,40,3,131,0,89,323,2383,Maharashtra,Parbhani,19.31032425249168,76.70163338870431
2005,21,3,0,27,0,27,7,3,4,4,1,15,167,274,28,246,79,21,52,6,19,191,2,40,29,40,0,110,350,1458,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404
2005,77,12,1,34,0,34,32,12,20,9,2,41,245,721,198,523,128,25,169,6,23,423,7,55,7,105,0,262,684,3068,Maharashtra,Sangli,17.154930181086502,74.70713822937628
2005,59,32,7,31,0,31,26,18,8,17,2,43,339,753,168,585,144,31,96,7,30,455,6,61,2,180,0,328,1128,3777,Maharashtra,Satara,17.6737908974359,74.18052064102558
2005,15,8,2,4,0,4,4,2,2,7,0,4,119,110,15,95,45,9,12,1,14,142,0,20,12,4,0,62,259,853,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343
2005,45,30,4,35,0,35,31,31,0,4,6,31,254,535,49,486,71,14,56,5,56,914,4,110,45,94,0,126,1548,4018,Maharashtra,Wardha,20.80743024390242,78.57259105691062
2005,24,24,1,12,0,12,15,12,3,7,0,17,115,432,24,408,102,6,17,1,25,451,10,63,7,139,0,74,554,2096,Maharashtra,Washim,20.282282394366213,77.25502394366208
2005,72,73,9,59,0,59,43,40,3,10,7,64,328,1253,120,1133,153,22,66,1,48,1058,10,133,42,233,0,189,1566,5439,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479
2005,30,38,0,3,0,3,7,5,2,0,0,0,5,19,0,19,6,0,8,0,4,38,0,3,0,1,0,0,178,340,Manipur,Bishnupur,24.50712111801243,93.8246236024845
2005,20,10,0,0,0,0,1,0,1,4,0,2,2,3,0,3,0,2,3,0,11,5,0,2,0,0,0,0,24,89,Manipur,Chandel,24.2635812987013,94.09443844155844
2005,49,25,1,0,0,0,4,1,3,0,0,0,4,11,1,10,1,3,3,1,1,4,0,2,0,0,0,0,66,175,Manipur,Churachandpur,24.30309718875504,93.38671506024085
2005,10,12,0,0,0,0,3,0,3,0,0,1,1,7,0,7,0,1,3,0,19,3,0,0,0,0,0,1,59,120,Manipur,Senapati,25.08465586034914,94.03366234413956
2005,7,2,0,1,0,1,1,0,1,0,0,0,0,4,0,4,2,0,1,0,8,3,0,0,0,0,0,0,18,47,Manipur,Tamenglong,24.98312942238265,93.49450740072204
2005,46,38,1,7,0,7,20,14,6,0,0,0,5,27,3,24,9,12,9,0,9,73,0,3,0,15,0,1,207,482,Manipur,Thoubal,24.545392553191498,93.97959893617023
2005,7,9,1,0,0,0,1,0,1,0,0,0,1,3,0,3,0,14,5,0,25,0,0,0,0,0,0,0,13,79,Manipur,Ukhrul,25.05900314960629,94.44129566929138
2005,43,3,0,10,0,10,7,3,4,11,0,8,15,62,19,43,0,4,3,0,9,24,0,10,0,0,0,13,64,286,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298
2005,17,1,1,9,0,9,2,1,1,9,0,11,2,58,5,53,0,1,0,0,9,27,0,6,0,0,0,9,21,183,Meghalaya,Ri-Bhoi,25.89706600441498,91.8451615894039
2005,4,4,2,10,0,10,5,0,5,2,0,2,90,230,0,230,9,4,18,2,7,11,0,10,2,0,0,2,120,534,Mizoram,Aizawl,23.90781335453101,92.85359459459472
2005,4,3,1,5,0,5,1,0,1,0,0,0,70,60,0,60,3,1,3,2,1,12,0,7,0,0,0,0,60,233,Mizoram,Champhai,23.54166580976866,93.24221799485862
2005,2,1,0,2,0,2,0,0,0,0,0,0,30,70,0,70,0,0,2,0,1,4,0,0,0,0,0,0,40,152,Mizoram,Kolasib,24.2020004347826,92.73470391304348
2005,3,3,0,2,0,2,2,0,2,0,0,1,60,70,0,70,5,1,10,0,2,11,2,6,1,0,0,0,70,249,Mizoram,Lawngtlai,22.36102843137253,92.66964156862753
2005,4,4,1,6,0,6,2,0,2,1,0,2,80,200,0,200,5,2,10,1,6,14,0,8,0,0,0,2,120,468,Mizoram,Lunglei,23.007717036172675,92.63512555425892
2005,4,2,1,6,0,6,2,0,2,0,0,0,22,15,0,15,1,0,5,0,0,5,0,3,0,0,0,0,38,104,Mizoram,Mamit,23.73852942502819,92.4330803833147
2005,2,3,0,2,0,2,1,0,1,0,0,1,60,107,0,107,10,2,8,0,2,10,2,9,1,0,0,0,50,270,Mizoram,Saiha,22.35744801061008,93.02827931034489
2005,1,4,0,4,0,4,0,0,0,0,0,0,30,25,0,25,2,1,2,0,1,10,0,6,0,0,0,0,60,146,Mizoram,Serchhip,23.263864705882344,92.914158496732
2005,23,4,1,7,0,7,5,0,5,5,0,55,35,117,73,44,0,5,12,2,0,7,0,0,0,0,0,30,42,350,Nagaland,Dimapur,25.814176811594223,93.75074057971014
2005,19,7,0,5,0,5,12,5,7,5,0,12,17,61,13,48,0,5,21,2,0,5,0,0,0,0,0,0,83,254,Nagaland,Kohima,25.60311428571428,93.78600657596373
2005,3,2,1,0,0,0,0,0,0,0,0,1,10,9,3,6,0,1,1,0,1,6,0,1,0,0,0,3,8,47,Nagaland,Mokokchung,26.478911764705888,94.522426006192
2005,15,3,0,1,0,1,1,0,1,0,0,5,3,25,2,23,1,3,1,0,0,7,0,1,0,0,0,3,15,84,Nagaland,Mon,26.69207374301676,95.03072988826828
2005,2,1,1,1,0,1,2,1,1,2,0,4,5,9,1,8,0,1,2,0,1,6,0,1,0,0,0,0,14,52,Nagaland,Phek,25.63272986577182,94.56814563758392
2005,9,0,3,1,0,1,2,0,2,0,0,0,8,5,0,5,6,1,3,1,2,0,0,0,0,0,0,0,36,77,Nagaland,Tuensang,26.21104453280316,94.85809880715708
2005,10,4,1,0,0,0,4,3,1,0,0,2,1,40,1,39,1,1,0,0,0,4,0,0,0,0,0,0,18,86,Nagaland,Wokha,26.202611551155112,94.1990815181518
2005,1,2,0,1,0,1,0,0,0,0,0,1,8,18,4,14,0,0,1,0,0,0,0,0,0,0,0,0,18,50,Nagaland,Zunheboto,26.028178205128206,94.50026666666668
2005,41,46,1,28,0,28,15,15,0,14,2,38,94,302,32,270,112,14,39,0,12,60,5,135,0,61,0,348,680,2047,Orissa,Angul,21.12070619765495,84.99839212730328
2005,33,54,0,21,0,21,12,12,0,5,0,21,80,218,32,186,70,13,45,1,26,19,9,112,3,256,0,82,575,1655,Orissa,Baragarh,21.13240637931036,83.26444499999991
2005,17,32,0,37,0,37,18,18,0,1,2,16,61,101,13,88,34,6,34,2,16,14,9,90,25,116,0,61,1028,1720,Orissa,Bhadrak,20.95262735257214,86.81496204516931
2005,39,80,3,37,0,37,40,32,8,0,3,35,72,171,41,130,66,5,27,3,13,24,11,126,10,22,0,48,786,1621,Orissa,Bolangir,20.616300298507447,83.21520059701498
2005,16,4,0,7,0,7,2,2,0,0,0,4,18,31,0,31,13,1,2,0,7,136,3,35,2,6,0,0,122,409,Orissa,Boudh,20.58319074074073,84.12363306878305
2005,34,119,0,29,0,29,71,64,7,13,6,135,317,777,279,498,82,25,96,0,11,333,39,24,6,162,0,153,1765,4197,Orissa,Cuttack,20.407640646029623,85.7776810228802
2005,15,15,1,16,0,16,8,5,3,5,1,20,25,37,1,36,20,4,4,0,5,208,1,60,3,12,0,31,90,581,Orissa,Deogarh,21.43146201550388,84.81452480620162
2005,36,56,0,8,0,8,12,9,3,8,0,20,66,134,31,103,97,13,36,0,10,95,20,139,9,34,0,68,685,1546,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
2005,22,7,3,9,0,9,6,6,0,1,0,2,40,39,9,30,22,3,8,1,3,44,1,35,2,3,0,29,140,420,Orissa,Gajapati,19.121080882352945,84.14015091911759
2005,56,66,6,26,0,26,25,12,13,8,1,41,131,145,18,127,63,8,13,1,24,269,28,179,10,92,0,74,682,1948,Orissa,Ganjam,19.2632617564534,84.80297710437702
2005,26,35,5,14,0,14,11,10,1,2,4,27,74,114,12,102,24,8,25,0,7,123,11,7,6,35,0,179,481,1218,Orissa,Jagatsinghpur,20.114443183609136,86.43265258733919
2005,22,28,0,20,0,20,39,39,0,5,1,44,75,146,17,129,40,16,20,0,18,297,25,37,3,59,0,95,796,1786,Orissa,Jajpur,20.853249094202905,86.15277300724634
2005,12,14,0,19,0,19,6,5,1,4,1,17,71,155,38,117,45,2,15,1,17,539,1,52,3,22,0,74,124,1194,Orissa,Jharsuguda,21.827058566978184,83.93581682242987
2005,24,29,3,30,0,30,11,10,1,5,0,29,55,82,7,75,94,2,49,0,9,180,5,40,1,32,0,53,331,1064,Orissa,Kalahandi,19.784253092783523,83.1124043814433
2005,28,11,0,20,0,20,20,20,0,3,0,10,41,70,6,64,22,5,13,0,6,477,8,111,2,45,0,0,55,947,Orissa,Kandhamal,20.092878624813142,84.02216352765326
2005,29,42,1,23,0,23,20,17,3,3,2,27,63,107,9,98,12,8,15,0,17,45,19,13,0,5,0,25,683,1159,Orissa,Kendrapara,20.606319815982264,86.83763247572003
2005,72,64,1,36,0,36,21,21,0,6,1,39,96,241,38,203,62,28,31,0,21,101,12,89,15,20,0,355,957,2268,Orissa,Keonjhar,21.492257402597374,85.76276987012994
2005,46,19,2,45,0,45,27,25,2,9,0,15,102,158,24,134,66,4,30,0,14,39,2,116,6,64,0,76,711,1551,Orissa,Koraput,18.82627794779476,82.81278469846964
2005,70,38,4,102,0,102,40,37,3,4,0,28,95,226,26,200,27,15,30,0,14,24,19,136,0,180,0,116,1091,2259,Orissa,Mayurbhanj,21.897621545157754,86.4030408052231
2005,28,7,0,17,0,17,25,20,5,6,1,13,73,109,14,95,33,8,30,0,16,317,4,10,3,14,0,31,246,991,Orissa,Nayagarh,20.192895622119817,85.05614700460825
2005,11,2,1,6,0,6,7,5,2,7,0,10,22,82,8,74,23,0,15,3,9,52,2,38,3,14,0,20,424,751,Orissa,Nuapada,20.471309512195116,82.59152536585364
2005,54,134,0,31,0,31,24,18,6,5,2,49,168,296,69,227,42,6,27,0,11,21,30,24,8,90,0,305,1150,2477,Orissa,Puri,19.83509174603177,85.86698989898981
2005,27,20,0,17,0,17,3,0,3,9,0,14,32,84,5,79,50,6,12,0,8,4,2,44,5,37,0,83,508,965,Orissa,Rayagada,19.292840020060204,83.45860120361095
2005,44,84,0,15,0,15,25,17,8,11,6,44,145,294,43,251,55,10,17,3,11,121,3,76,10,22,0,133,917,2046,Orissa,Sambalpur,21.515752380952385,84.34958483245157
2005,10,14,0,4,0,4,1,1,0,0,0,2,21,30,0,30,29,2,6,0,7,19,0,43,0,6,0,25,128,347,Orissa,Sonepur,20.89080329341317,83.76852634730537
2005,82,45,4,32,0,32,8,5,3,11,2,22,73,179,24,155,35,5,22,3,2,740,2,49,7,27,0,236,169,1755,Orissa,Sundargarh,22.06354819277107,84.50524819277099
2005,47,28,4,5,0,5,20,14,6,0,7,4,52,121,55,66,0,15,199,5,0,114,2,6,0,44,0,79,372,1124,Punjab,Amritsar,31.548679820627772,74.79883856502238
2005,17,36,1,6,0,6,10,2,8,2,2,0,56,59,26,33,0,2,71,0,0,125,1,10,0,9,0,0,172,579,Punjab,Faridkot,30.591187250996025,74.79751553784862
2005,17,5,1,6,0,6,6,5,1,0,5,4,34,49,30,19,0,17,82,2,0,88,4,1,1,13,0,109,183,627,Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842
2005,25,24,5,16,0,16,17,12,5,2,0,0,50,79,29,50,0,5,39,0,5,105,6,11,0,22,0,125,312,848,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
2005,34,30,10,23,0,23,19,14,5,3,0,5,59,92,19,73,0,6,109,3,5,218,8,11,1,46,0,156,282,1120,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
2005,63,83,11,37,0,37,80,65,15,4,12,9,226,335,128,207,0,16,454,11,8,460,7,27,1,78,0,231,773,2926,Punjab,Jalandhar,31.250336907216507,75.54400350515463
2005,23,26,4,18,0,18,24,18,6,2,3,2,63,135,51,84,0,6,119,9,3,180,2,21,0,29,0,101,261,1031,Punjab,Kapurthala,31.336592638036837,75.47641165644177
2005,61,55,14,42,0,42,52,37,15,0,16,7,200,368,194,174,0,30,327,6,5,216,5,26,25,85,0,245,922,2707,Punjab,Ludhiana,30.76596397379912,75.83110851528383
2005,23,23,26,15,0,15,11,6,5,2,1,1,51,39,12,27,0,10,59,0,1,143,1,5,0,18,0,0,184,613,Punjab,Mansa,29.919547714285724,75.4304922857143
2005,22,34,10,9,0,9,18,11,7,1,6,2,65,74,30,44,0,16,119,5,0,201,3,6,1,13,0,58,210,873,Punjab,Moga,30.756540067340065,75.1600845117845
2005,26,30,4,18,0,18,23,15,8,0,6,2,62,85,20,65,0,23,87,3,5,126,3,18,0,34,0,41,176,772,Punjab,Muktsar,30.31243303303303,74.5518747747748
2005,61,30,10,19,0,19,24,20,4,3,5,9,181,328,154,174,0,32,224,3,0,414,8,30,2,82,0,302,1019,2786,Punjab,Patiala,30.214540380693364,76.27505893949697
2005,33,34,19,11,0,11,21,15,6,1,5,2,66,109,42,67,0,28,149,0,3,197,7,14,1,43,0,79,333,1155,Punjab,Sangrur,30.185045204336895,75.89437014178496
2005,43,54,2,26,0,26,89,89,0,0,2,33,339,859,372,487,46,31,313,11,18,370,11,61,3,339,0,352,2859,5861,Rajasthan,Ajmer,26.199300378787903,74.6990419191919
2005,78,93,5,52,0,52,86,61,25,1,16,42,143,1094,462,632,157,33,463,2,27,1973,31,110,0,297,0,336,1882,6921,Rajasthan,Alwar,27.55271738035265,76.65359630562563
2005,26,15,0,29,0,29,33,29,4,0,0,9,77,105,33,72,119,2,53,0,19,1088,7,83,1,56,0,82,622,2426,Rajasthan,Banswara,23.453642032967014,74.44246868131869
2005,34,80,0,45,0,45,47,39,8,0,2,9,91,258,66,192,23,5,122,3,20,389,3,121,0,212,0,69,1444,2977,Rajasthan,Baran,24.98023243243244,76.86210651828291
2005,27,28,1,19,0,19,26,20,6,0,0,3,88,186,59,127,20,4,107,3,15,647,13,86,0,72,0,125,1009,2479,Rajasthan,Barmer,25.77070908045978,71.50297126436782
2005,91,111,1,46,0,46,88,58,30,4,2,23,63,772,228,544,2,16,312,2,32,798,35,44,0,220,0,195,3807,6664,Rajasthan,Bharatpur,27.32411858037578,77.21752077244258
2005,35,48,8,39,0,39,136,102,34,3,2,43,265,829,335,494,130,8,339,2,27,105,14,87,0,293,0,216,2476,5105,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417
2005,39,86,0,30,0,30,20,20,0,2,0,14,147,362,107,255,0,12,185,1,14,362,12,67,0,199,0,162,1704,3418,Rajasthan,Bikaner,28.12489068322981,73.26943322981371
2005,20,75,0,41,0,41,70,58,12,0,0,8,89,244,89,155,40,7,80,1,8,889,5,105,0,166,0,111,1184,3143,Rajasthan,Bundi,25.48580716049379,75.79984074074079
2005,19,33,1,18,0,18,28,19,9,1,0,8,78,144,34,110,17,8,162,0,13,687,7,60,0,149,0,100,725,2258,Rajasthan,Churu,28.29330375536484,74.65846427038629
2005,27,21,0,12,0,12,30,16,14,2,0,7,77,552,225,327,58,13,139,4,10,52,13,12,0,83,0,177,2161,3450,Rajasthan,Dausa,26.91234817629181,76.57342097264443
2005,21,11,1,9,0,9,31,30,1,1,0,9,36,50,11,39,83,6,35,0,14,109,3,39,0,50,0,96,864,1468,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645
2005,59,114,0,45,0,45,53,47,6,0,0,17,215,454,118,336,7,25,469,3,15,1067,10,58,0,373,0,134,1737,4855,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948
2005,48,79,0,36,0,36,28,18,10,0,1,11,117,238,46,192,0,10,297,2,8,415,12,58,0,235,0,100,1490,3185,Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902
2005,88,95,6,82,0,82,211,163,48,3,7,49,821,4041,1935,2106,489,213,1844,23,47,1714,40,212,5,538,0,994,8771,20293,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
2005,7,0,1,2,0,2,9,4,5,1,0,3,61,115,19,96,14,2,31,0,2,0,5,16,0,16,0,32,425,742,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
2005,40,87,1,40,0,40,68,46,22,4,25,21,127,377,134,243,106,11,105,2,53,1000,6,160,6,199,0,103,1017,3558,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
2005,47,102,1,29,0,29,75,58,17,1,0,52,340,1238,552,686,63,26,599,6,20,1805,16,98,5,221,0,288,1424,6456,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
2005,26,20,2,22,0,22,62,41,21,1,2,5,40,380,153,227,4,10,138,2,14,98,14,40,0,116,0,82,2088,3166,Rajasthan,Karauli,26.51901555555556,76.96081818181815
2005,44,303,5,40,0,40,109,93,16,2,5,43,293,1118,540,578,25,26,429,3,23,470,5,154,1,361,0,212,3102,6773,Rajasthan,Kota,25.175718080000014,76.18618928000001
2005,38,27,4,33,0,33,43,40,3,1,0,11,169,350,93,257,8,3,249,1,25,176,15,169,0,136,0,171,2449,4078,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
2005,33,35,3,36,0,36,68,59,9,2,0,14,206,329,74,255,34,21,199,2,15,30,8,145,1,211,0,231,3070,4693,Rajasthan,Pali,25.80490393541874,73.55285640766907
2005,18,19,0,8,0,8,47,37,10,0,1,7,70,179,53,126,36,10,103,2,12,1096,0,29,2,117,0,141,421,2318,Rajasthan,Rajsamand,25.24894767441859,73.96570215946844
2005,18,33,1,23,0,23,36,29,7,1,0,12,92,381,156,225,2,9,106,1,11,18,8,28,0,114,0,68,2097,3059,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548
2005,51,46,0,21,0,21,68,44,24,0,0,7,176,381,97,284,102,6,165,0,37,417,12,22,0,137,0,228,2347,4223,Rajasthan,Sikar,27.64644058641976,75.29317422839503
2005,30,24,2,23,0,23,24,21,3,1,0,16,110,167,37,130,82,11,102,0,14,656,4,51,0,104,0,133,578,2132,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
2005,24,26,1,18,0,18,64,52,12,1,1,7,88,368,142,226,107,11,179,0,9,1332,1,37,1,188,0,132,1249,3844,Rajasthan,Tonk,26.153935071707927,75.79192216427637
2005,61,75,9,45,0,45,105,88,17,0,3,43,309,630,209,421,247,28,343,2,29,1482,11,101,1,205,0,271,2418,6418,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
2005,5,10,1,8,0,8,2,1,1,0,0,1,43,43,5,38,7,3,32,2,1,37,0,8,0,3,0,31,34,271,Sikkim,East,27.29600352941175,88.74908392156858
2005,123,175,4,43,0,43,55,31,24,5,0,59,597,3063,594,2469,78,8,530,6,0,1124,30,82,102,236,0,1041,12766,20127,Tamil Nadu,Chennai,13.058098905608748,80.28139151846806
2005,60,90,0,32,0,32,32,23,9,2,0,13,87,455,125,330,134,0,1,0,13,516,13,45,0,40,0,387,4538,6458,Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497
2005,31,32,2,7,0,7,31,23,8,3,0,6,52,179,76,103,131,12,41,0,27,664,5,42,4,41,0,152,1265,2727,Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339
2005,73,51,0,17,0,17,36,0,36,1,0,13,73,425,99,326,34,7,73,0,0,395,5,33,1,35,0,302,3255,4829,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937
2005,55,28,0,22,0,22,22,16,6,2,0,15,114,609,174,435,32,20,84,1,18,2295,5,72,11,63,0,498,2413,6379,Tamil Nadu,Erode,11.267012155963302,77.42034334862392
2005,23,25,1,6,0,6,15,12,3,2,0,9,57,257,72,185,23,2,19,0,12,233,5,8,7,26,0,216,1919,2865,Tamil Nadu,Karur,10.79532776617955,78.08749686847604
2005,43,31,1,12,0,12,20,12,8,0,0,8,62,220,59,161,41,3,38,1,18,1437,2,45,6,19,0,145,1521,3673,Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483
2005,29,26,0,0,0,0,35,33,2,1,0,6,52,194,70,124,72,4,19,4,11,1378,0,39,0,41,0,316,1083,3310,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633
2005,11,21,0,13,0,13,9,8,1,1,0,2,73,120,8,112,16,3,12,1,0,209,0,32,0,6,0,0,1166,1695,Tamil Nadu,Nilgiris,11.442361661341858,76.6614642172524
2005,34,34,0,19,0,19,19,16,3,1,0,12,57,190,71,119,63,7,37,0,9,691,3,51,3,21,0,129,1303,2683,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416
2005,63,55,0,9,0,9,45,45,0,1,0,7,155,613,109,504,88,5,18,1,27,648,7,102,5,26,0,263,1957,4095,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745
2005,29,51,0,3,0,3,17,14,3,0,0,2,79,228,48,180,38,2,72,0,12,413,2,50,4,19,0,149,2057,3227,Tamil Nadu,Theni,9.924066666666668,77.43458833333332
2005,27,19,1,15,0,15,21,21,0,4,0,7,77,191,23,168,58,1,12,0,5,1447,14,58,17,24,0,240,823,3061,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492
2005,16,20,0,4,0,4,11,4,7,1,0,2,65,234,38,196,31,13,23,0,13,1001,1,72,21,15,0,104,1417,3064,Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727
2005,49,32,2,23,1,22,37,23,14,1,0,12,151,577,169,408,26,8,133,4,26,2229,12,54,0,28,0,357,2650,6411,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084
2005,31,43,0,19,0,19,58,50,8,2,0,16,96,607,58,549,56,9,120,1,29,464,2,45,87,93,0,208,3242,5228,Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315
2005,12,5,0,15,0,15,21,8,13,9,0,5,19,22,0,22,30,4,2,1,2,47,1,13,0,29,0,21,70,328,Tripura,Dhalai,23.781360477941163,91.94654283088232
2005,115,126,34,29,0,29,120,77,43,10,2,71,169,1087,678,409,197,97,158,3,12,421,38,80,162,232,0,368,1268,4799,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321
2005,176,200,20,61,0,61,112,84,28,5,12,80,123,885,413,472,226,98,189,2,62,337,43,38,43,226,0,245,983,4166,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557
2005,144,118,48,17,0,17,67,50,17,4,0,48,198,487,246,241,120,58,162,7,25,284,40,30,47,117,0,272,1224,3517,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063
2005,47,41,13,11,0,11,32,31,1,1,0,25,44,123,28,95,20,29,33,3,6,158,13,14,9,42,0,13,209,886,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147
2005,55,44,5,9,0,9,36,22,14,9,0,26,31,72,18,54,31,16,21,0,12,162,22,15,8,26,0,74,288,962,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607
2005,84,91,21,10,0,10,34,32,2,7,0,68,85,185,62,123,109,32,64,9,5,286,27,26,24,156,0,5,702,2030,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285
2005,179,182,32,22,0,22,77,60,17,5,0,27,42,179,27,152,32,57,15,0,18,178,32,39,22,47,0,7,811,2003,Uttar Pradesh,Badaun,28.085956727272716,78.99710800000005
2005,83,69,7,13,0,13,33,26,7,6,0,31,23,128,55,73,55,13,30,0,0,129,10,15,19,74,0,90,174,1002,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001
2005,50,43,19,25,0,25,41,39,2,0,18,16,55,121,21,100,44,40,38,1,10,179,21,20,38,21,0,65,299,1164,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004
2005,36,52,21,2,0,2,8,4,4,2,1,14,51,95,30,65,67,12,28,1,5,142,12,7,5,11,0,67,224,863,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408
2005,16,13,6,6,0,6,5,5,0,1,0,3,17,44,8,36,7,8,11,1,0,54,4,9,4,7,0,14,79,309,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256
