Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs),State,District,Latitude,Longitude
630,2008 (2004),18,Himachal Pradesh,Kinnaur,742,879,9.76,8.68,4355,6089,57.26,60.14,2510,3158,33.0,31.19,7606,10125,123,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
630,2009 (2004),18,Himachal Pradesh,Kinnaur,662,888,8.66,8.21,4175,6113,54.65,56.52,2804,3815,36.7,35.27,7640,10816,130,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
630,2010 (2004),18,Himachal Pradesh,Kinnaur,635,880,8.43,7.45,3809,6217,50.58,52.66,3087,4708,40.99,39.88,7531,11805,141,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
630,2011 (2004),18,Himachal Pradesh,Kinnaur,643,1077,8.52,8.93,3351,5434,44.4,45.04,3553,5555,47.08,46.04,7547,12066,143,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
630,2012 (2004),18,Himachal Pradesh,Kinnaur,691,1222,9.56,9.87,2766,4774,38.27,38.57,3770,6382,52.17,51.56,7227,12378,146,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
630,2013 (2004),18,Himachal Pradesh,Kinnaur,736,1367,10.21,10.37,2576,4626,35.74,35.11,3896,7183,54.05,54.52,7208,13176,154,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
631,2007 (2004),18,Himachal Pradesh,Kullu,4548,5040,22.29,22.4,8324,8907,40.79,39.58,7534,8554,36.92,38.02,20405,22501,54,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
631,2008 (2004),18,Himachal Pradesh,Kullu,4348,5142,19.86,18.54,8971,11993,40.98,43.25,8573,10593,39.16,38.2,21892,27728,66,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
631,2009 (2004),18,Himachal Pradesh,Kullu,4136,5875,18.26,18.9,8887,12191,39.23,39.21,9632,13025,42.52,41.89,22655,31091,73,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
631,2010 (2004),18,Himachal Pradesh,Kullu,4113,5895,17.44,16.75,8904,13558,37.75,38.53,10567,15733,44.81,44.71,23584,35187,81,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
631,2011 (2004),18,Himachal Pradesh,Kullu,4001,6806,15.29,16.7,9656,14888,36.9,36.52,12511,19071,47.81,46.78,26168,40765,93,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
631,2012 (2004),18,Himachal Pradesh,Kullu,4316,7845,15.57,17.05,9955,16212,35.92,35.24,13444,21953,48.51,47.71,27715,46011,104,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
631,2013 (2004),18,Himachal Pradesh,Kullu,4736,8721,16.31,17.04,10091,17033,34.75,33.28,14209,25421,48.94,49.67,29035,51175,114,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
633,2007 (2004),18,Himachal Pradesh,Solan,7008,7772,16.18,16.09,23342,26250,53.88,54.34,12975,14288,29.95,29.58,43325,48309,88,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
633,2008 (2004),18,Himachal Pradesh,Solan,5783,6825,12.09,10.97,27683,37827,57.87,60.81,14373,17552,30.04,28.22,47839,62204,112,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
633,2009 (2004),18,Himachal Pradesh,Solan,4147,6093,7.5,8.13,34697,47521,62.78,63.41,16421,21325,29.71,28.46,55265,74940,133,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
633,2010 (2004),18,Himachal Pradesh,Solan,4779,7007,7.94,7.72,37367,57581,62.06,63.46,18067,26147,30.01,28.82,60213,90735,159,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
633,2011 (2004),18,Himachal Pradesh,Solan,4887,8412,7.85,8.5,36703,59958,58.98,60.58,20636,30600,33.16,30.92,62226,98970,171,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
633,2012 (2004),18,Himachal Pradesh,Solan,5733,10663,8.74,9.69,37675,63371,57.46,57.62,22163,35955,33.8,32.69,65570,109990,187,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
633,2013 (2004),18,Himachal Pradesh,Solan,7021,12834,10.17,10.52,38417,67284,55.66,55.16,23587,41870,34.17,34.32,69025,121988,204,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
634,2007 (2004),18,Himachal Pradesh,Mandi,10680,11841,32.34,32.76,10717,11581,32.45,32.04,11632,12728,35.22,35.21,33029,36150,38,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
634,2008 (2004),18,Himachal Pradesh,Mandi,10065,11887,29.37,28.26,11482,14757,33.51,35.08,12716,15417,37.11,36.65,34264,42061,43,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
634,2009 (2004),18,Himachal Pradesh,Mandi,8484,12383,23.74,25.86,13133,17357,36.74,36.25,14124,18147,39.52,37.9,35741,47887,49,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
634,2010 (2004),18,Himachal Pradesh,Mandi,13626,20071,31.86,32.2,13511,20068,31.59,32.2,15630,22184,36.55,35.59,42767,62324,63,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
634,2011 (2004),18,Himachal Pradesh,Mandi,12677,21846,27.68,30.71,15253,23391,33.31,32.88,17860,25896,39.0,36.41,45791,71132,71,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
634,2012 (2004),18,Himachal Pradesh,Mandi,13599,25309,28.02,31.26,15857,25614,32.67,31.63,19084,30045,39.32,37.11,48539,80968,80,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
634,2013 (2004),18,Himachal Pradesh,Mandi,15177,27748,29.29,30.77,15940,26836,30.76,29.76,20705,35584,39.95,39.46,51822,90167,88,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
635,2007 (2004),18,Himachal Pradesh,Shimla,5811,6441,14.18,14.51,16155,17462,39.41,39.34,19025,20484,46.41,46.15,40991,44386,57,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
635,2008 (2004),18,Himachal Pradesh,Shimla,5575,6595,13.08,12.46,16556,21799,38.84,41.19,20496,24534,48.08,46.35,42627,52928,67,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
635,2009 (2004),18,Himachal Pradesh,Shimla,5903,8498,12.78,13.95,17502,23670,37.9,38.85,22775,28762,49.32,47.2,46180,60930,77,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
635,2010 (2004),18,Himachal Pradesh,Shimla,6847,9948,14.17,14.26,17432,26493,36.08,37.97,24036,33327,49.75,47.77,48316,69768,87,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
635,2011 (2004),18,Himachal Pradesh,Shimla,6618,11334,13.03,14.74,18009,28244,35.46,36.72,26166,37341,51.52,48.55,50792,76918,94,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
635,2012 (2004),18,Himachal Pradesh,Shimla,7231,13310,13.68,15.52,18454,30381,34.92,35.42,27164,42079,51.4,49.06,52848,85770,104,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
635,2013 (2004),18,Himachal Pradesh,Shimla,8141,14941,14.77,15.66,18737,32235,34.0,33.78,28231,48239,51.23,50.56,55110,95414,114,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
651,2007 (2004),19,Kerala,Alappuzha,9204,12709,10.07,12.3,24593,28707,26.92,27.78,57570,61919,63.01,59.92,91368,103335,50,Kerala,Alappuzha,9.542602965599087,76.38010796263319
651,2008 (2004),19,Kerala,Alappuzha,9162,13797,9.31,11.31,26067,33044,26.48,27.08,63205,75185,64.21,61.61,98433,122025,59,Kerala,Alappuzha,9.542602965599087,76.38010796263319
651,2009 (2004),19,Kerala,Alappuzha,10314,17079,9.36,11.9,28352,37801,25.73,26.34,71522,88617,64.91,61.76,110188,143497,69,Kerala,Alappuzha,9.542602965599087,76.38010796263319
651,2010 (2004),19,Kerala,Alappuzha,8818,18244,7.5,11.41,31716,44711,26.96,27.95,77095,97001,65.54,60.64,117629,159956,76,Kerala,Alappuzha,9.542602965599087,76.38010796263319
651,2011 (2004),19,Kerala,Alappuzha,8719,20271,6.85,10.87,33111,51378,26.0,27.54,85541,114921,67.16,61.6,127370,186569,88,Kerala,Alappuzha,9.542602965599087,76.38010796263319
651,2012 (2004),19,Kerala,Alappuzha,8730,22713,6.33,10.6,38215,62527,27.69,29.17,91050,129083,65.98,60.23,137994,214322,99,Kerala,Alappuzha,9.542602965599087,76.38010796263319
651,2013 (2004),19,Kerala,Alappuzha,8490,24781,5.7,10.19,40257,70271,27.02,28.9,100245,148121,67.28,60.91,148991,243172,111,Kerala,Alappuzha,9.542602965599087,76.38010796263319
652,2007 (2004),19,Kerala,Kannur,15779,21337,15.87,18.82,20794,24701,20.91,21.79,62851,67309,63.22,59.38,99424,113346,46,Kerala,Kannur,11.941523076923056,75.35209891725934
652,2008 (2004),19,Kerala,Kannur,16301,24564,15.65,18.87,20865,26415,20.03,20.29,67006,79187,64.32,60.84,104171,130165,53,Kerala,Kannur,11.941523076923056,75.35209891725934
652,2009 (2004),19,Kerala,Kannur,13853,22573,12.28,15.35,23577,31922,20.91,21.7,75336,92599,66.81,62.95,112766,147093,59,Kerala,Kannur,11.941523076923056,75.35209891725934
652,2010 (2004),19,Kerala,Kannur,16131,35459,13.22,20.49,26731,38486,21.91,22.24,79168,99129,64.88,57.28,122029,173074,69,Kerala,Kannur,11.941523076923056,75.35209891725934
652,2011 (2004),19,Kerala,Kannur,16211,41460,12.41,20.56,30340,47993,23.22,23.79,84102,112249,64.37,55.65,130654,201702,80,Kerala,Kannur,11.941523076923056,75.35209891725934
652,2012 (2004),19,Kerala,Kannur,17097,43578,12.16,19.21,36393,60957,25.89,26.88,87087,122264,61.95,53.91,140576,226799,89,Kerala,Kannur,11.941523076923056,75.35209891725934
652,2013 (2004),19,Kerala,Kannur,16965,49130,11.2,19.01,39314,70361,25.96,27.23,95143,138945,62.83,53.76,151422,258437,100,Kerala,Kannur,11.941523076923056,75.35209891725934
655,2007 (2004),19,Kerala,Kottayam,18322,24874,16.14,19.2,23149,27137,20.39,20.95,72076,77537,63.48,59.85,113547,129548,67,Kerala,Kottayam,9.643701174068417,76.46059673302705
655,2008 (2004),19,Kerala,Kottayam,18904,28491,15.55,18.69,23453,29740,19.29,19.51,79205,94175,65.16,61.79,121561,152406,78,Kerala,Kottayam,9.643701174068417,76.46059673302705
655,2009 (2004),19,Kerala,Kottayam,22116,35775,16.13,19.79,25175,33672,18.36,18.63,89810,111335,65.51,61.59,137100,180781,93,Kerala,Kottayam,9.643701174068417,76.46059673302705
655,2010 (2004),19,Kerala,Kottayam,18603,41368,12.63,19.92,29005,41052,19.69,19.77,99708,125249,67.68,60.31,147316,207669,106,Kerala,Kottayam,9.643701174068417,76.46059673302705
655,2011 (2004),19,Kerala,Kottayam,18862,49050,11.72,19.95,31179,48537,19.37,19.74,110940,148248,68.91,60.3,160981,245835,125,Kerala,Kottayam,9.643701174068417,76.46059673302705
655,2012 (2004),19,Kerala,Kottayam,20187,51819,11.39,18.39,37100,60751,20.94,21.56,119887,169248,67.67,60.06,177174,281819,142,Kerala,Kottayam,9.643701174068417,76.46059673302705
655,2013 (2004),19,Kerala,Kottayam,20325,59192,10.56,18.31,40041,69874,20.81,21.62,132054,194187,68.63,60.07,192420,323253,161,Kerala,Kottayam,9.643701174068417,76.46059673302705
656,2007 (2004),19,Kerala,Kozhikode,13806,18713,11.65,13.95,27036,31943,22.82,23.81,77620,83515,65.52,62.25,118462,134170,47,Kerala,Kozhikode,11.392924270557026,75.71158720159153
656,2008 (2004),19,Kerala,Kozhikode,13594,20479,10.96,13.33,26979,34133,21.74,22.21,83497,99065,67.3,64.46,124071,153678,53,Kerala,Kozhikode,11.392924270557026,75.71158720159153
656,2009 (2004),19,Kerala,Kozhikode,9502,15737,7.25,9.34,28252,38080,21.56,22.6,93289,114707,71.19,68.07,131043,168524,57,Kerala,Kozhikode,11.392924270557026,75.71158720159153
656,2010 (2004),19,Kerala,Kozhikode,10258,21481,7.24,11.23,32208,46093,22.72,24.09,99292,123755,70.04,64.68,141758,191329,63,Kerala,Kozhikode,11.392924270557026,75.71158720159153
656,2011 (2004),19,Kerala,Kozhikode,10192,24079,6.82,11.11,33448,52608,22.39,24.27,105727,140118,70.78,64.63,149367,216804,70,Kerala,Kozhikode,11.392924270557026,75.71158720159153
656,2012 (2004),19,Kerala,Kozhikode,10399,25797,6.44,10.44,40017,66496,24.78,26.9,111065,154873,68.78,62.66,161481,247166,78,Kerala,Kozhikode,11.392924270557026,75.71158720159153
656,2013 (2004),19,Kerala,Kozhikode,10185,28335,5.78,10.01,43512,77194,24.68,27.27,122603,177586,69.54,62.73,176299,283115,87,Kerala,Kozhikode,11.392924270557026,75.71158720159153
657,2007 (2004),19,Kerala,Malappuram,17859,24119,14.29,16.89,20999,25216,16.8,17.66,86112,93427,68.91,65.44,124970,142761,40,Kerala,Malappuram,10.97329875666072,75.93910775606876
657,2008 (2004),19,Kerala,Malappuram,18029,27164,13.47,16.15,21396,27125,15.99,16.12,94395,113930,70.54,67.73,133819,168219,46,Kerala,Malappuram,10.97329875666072,75.93910775606876
657,2009 (2004),19,Kerala,Malappuram,16688,27312,11.29,13.97,23066,31513,15.6,16.11,108115,136749,73.12,69.92,147869,195574,52,Kerala,Malappuram,10.97329875666072,75.93910775606876
657,2010 (2004),19,Kerala,Malappuram,15855,34042,9.78,15.02,27203,39575,16.78,17.47,119039,152955,73.44,67.51,162097,226572,58,Kerala,Malappuram,10.97329875666072,75.93910775606876
657,2011 (2004),19,Kerala,Malappuram,16208,39978,9.17,14.99,29915,47762,16.93,17.91,130575,178869,73.9,67.09,176698,266609,65,Kerala,Malappuram,10.97329875666072,75.93910775606876
657,2012 (2004),19,Kerala,Malappuram,17235,43196,8.76,13.88,37159,62838,18.89,20.19,142276,205256,72.34,65.94,196670,311290,71,Kerala,Malappuram,10.97329875666072,75.93910775606876
657,2013 (2004),19,Kerala,Malappuram,17390,49290,7.91,13.46,41521,75103,18.89,20.51,160890,241822,73.2,66.03,219801,366215,79,Kerala,Malappuram,10.97329875666072,75.93910775606876
658,2007 (2004),19,Kerala,Palakkad,15486,20777,15.91,18.09,23568,31344,24.21,27.28,58306,62763,59.89,54.63,97360,114884,42,Kerala,Palakkad,10.784926903553291,76.49980490693744
658,2008 (2004),19,Kerala,Palakkad,16004,24117,15.6,18.33,23676,32759,23.08,24.89,62885,74725,61.31,56.78,102565,131602,48,Kerala,Palakkad,10.784926903553291,76.49980490693744
658,2009 (2004),19,Kerala,Palakkad,17692,28693,15.38,18.51,25970,38081,22.58,24.56,71348,88274,62.04,56.93,115010,155047,56,Kerala,Palakkad,10.784926903553291,76.49980490693744
658,2010 (2004),19,Kerala,Palakkad,13416,29339,11.31,17.31,28675,44251,24.18,26.11,76492,95890,64.51,56.58,118583,169479,61,Kerala,Palakkad,10.784926903553291,76.49980490693744
658,2011 (2004),19,Kerala,Palakkad,13364,33880,10.59,17.3,30538,52228,24.2,26.67,82271,109702,65.21,56.02,126172,195810,70,Kerala,Palakkad,10.784926903553291,76.49980490693744
658,2012 (2004),19,Kerala,Palakkad,13988,34881,10.3,15.94,35076,62318,25.82,28.47,86771,121669,63.88,55.59,135835,218868,77,Kerala,Palakkad,10.784926903553291,76.49980490693744
658,2013 (2004),19,Kerala,Palakkad,13777,38987,9.32,15.49,38014,72853,25.72,28.95,96001,139799,64.96,55.56,147792,251639,87,Kerala,Palakkad,10.784926903553291,76.49980490693744
659,2007 (2004),19,Kerala,Kollam,16129,21937,14.7,17.51,28907,33867,26.34,27.04,64692,69465,58.96,55.45,109728,125269,50,Kerala,Kollam,8.929388820570157,76.6360775852431
659,2008 (2004),19,Kerala,Kollam,16886,25443,14.67,17.65,28934,36761,25.13,25.5,69314,81951,60.2,56.85,115134,144155,57,Kerala,Kollam,8.929388820570157,76.6360775852431
659,2009 (2004),19,Kerala,Kollam,15499,25350,12.38,15.51,31897,42717,25.48,26.14,77779,95340,62.14,58.35,125174,163406,64,Kerala,Kollam,8.929388820570157,76.6360775852431
659,2010 (2004),19,Kerala,Kollam,14846,32078,10.91,16.95,37395,53095,27.48,28.06,83835,104027,61.61,54.98,136076,189199,73,Kerala,Kollam,8.929388820570157,76.6360775852431
659,2011 (2004),19,Kerala,Kollam,15076,37587,10.32,17.07,40290,62936,27.57,28.58,90759,119681,62.11,54.35,146125,220204,84,Kerala,Kollam,8.929388820570157,76.6360775852431
659,2012 (2004),19,Kerala,Kollam,15925,40703,9.95,16.07,48174,79404,30.09,31.35,96000,133154,59.96,52.58,160099,253260,94,Kerala,Kollam,8.929388820570157,76.6360775852431
659,2013 (2004),19,Kerala,Kollam,15957,46197,9.14,15.86,52365,92053,29.99,31.61,106278,152969,60.87,52.53,174600,291219,105,Kerala,Kollam,8.929388820570157,76.6360775852431
660,2007 (2004),19,Kerala,Thrissur,12983,17500,9.49,11.43,30984,36380,22.64,23.76,92865,99204,67.87,64.8,136832,153084,54,Kerala,Thrissur,10.458932647907687,76.12321940836945
660,2008 (2004),19,Kerala,Thrissur,13197,19884,9.2,11.3,31117,39357,21.7,22.37,99102,116703,69.1,66.33,143415,175944,61,Kerala,Thrissur,10.458932647907687,76.12321940836945
660,2009 (2004),19,Kerala,Thrissur,12188,19920,7.86,10.01,33059,44360,21.31,22.3,109887,134665,70.83,67.69,155134,198945,68,Kerala,Thrissur,10.458932647907687,76.12321940836945
660,2010 (2004),19,Kerala,Thrissur,11233,24200,6.74,10.78,37862,53909,22.72,24.0,117533,146473,70.54,65.22,166628,224582,74,Kerala,Thrissur,10.458932647907687,76.12321940836945
660,2011 (2004),19,Kerala,Thrissur,11275,27971,6.37,10.89,38768,60677,21.92,23.61,126835,168318,71.71,65.5,176878,256965,82,Kerala,Thrissur,10.458932647907687,76.12321940836945
660,2012 (2004),19,Kerala,Thrissur,11792,29624,6.13,10.09,46207,76336,24.0,25.99,134517,187720,69.87,63.92,192516,293680,90,Kerala,Thrissur,10.458932647907687,76.12321940836945
660,2013 (2004),19,Kerala,Thrissur,11687,33260,5.5,9.76,50393,88814,23.73,26.07,150318,218624,70.77,64.17,212397,340699,100,Kerala,Thrissur,10.458932647907687,76.12321940836945
661,2007 (2004),19,Kerala,Thiruvananthapuram,18958,25829,9.36,11.34,41025,48372,20.25,21.24,142591,153504,70.39,67.41,202574,227705,71,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
661,2008 (2004),19,Kerala,Thiruvananthapuram,19679,29649,9.23,11.28,40678,51330,19.08,19.52,152821,181976,71.69,69.2,213178,262954,82,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
661,2009 (2004),19,Kerala,Thiruvananthapuram,16191,26621,7.16,9.13,43429,58572,19.21,20.09,166421,206309,73.62,70.77,226040,291502,90,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
661,2010 (2004),19,Kerala,Thiruvananthapuram,17334,37148,7.16,11.21,50678,72715,20.93,21.95,174117,221440,71.91,66.84,242129,331303,101,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
661,2011 (2004),19,Kerala,Thiruvananthapuram,17458,42931,6.51,10.82,57623,90777,21.48,22.88,193141,263110,72.01,66.31,268221,396817,120,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
661,2012 (2004),19,Kerala,Thiruvananthapuram,18209,46502,6.32,10.33,69848,116513,24.25,25.87,200020,287312,69.43,63.8,288077,450327,135,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
661,2013 (2004),19,Kerala,Thiruvananthapuram,18100,52211,5.83,10.19,76541,136391,24.63,26.63,216083,323620,69.54,63.18,310724,512222,151,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
702,2007 (2004),8,Orissa,Bolangir,8620,13553,27.75,34.0,7053,8539,22.71,21.42,15388,17765,49.54,44.57,31061,39857,26,Orissa,Bolangir,20.616300298507447,83.21520059701498
702,2008 (2004),8,Orissa,Bolangir,8530,13243,25.61,29.6,7231,9553,21.71,21.35,17547,21947,52.68,49.05,33308,44743,29,Orissa,Bolangir,20.616300298507447,83.21520059701498
702,2009 (2004),8,Orissa,Bolangir,8444,13220,24.17,26.62,7208,9813,20.63,19.76,19284,26623,55.2,53.62,34936,49655,31,Orissa,Bolangir,20.616300298507447,83.21520059701498
702,2010 (2004),8,Orissa,Bolangir,7645,13051,20.49,22.3,7890,11989,21.15,20.48,21773,33493,58.36,57.22,37309,58533,36,Orissa,Bolangir,20.616300298507447,83.21520059701498
702,2011 (2004),8,Orissa,Bolangir,7444,12775,19.04,19.86,8640,13700,22.1,21.3,23010,37852,58.86,58.84,39094,64326,39,Orissa,Bolangir,20.616300298507447,83.21520059701498
702,2012 (2004),8,Orissa,Bolangir,8383,17683,19.66,22.59,9696,16456,22.74,21.03,24564,44122,57.6,56.38,42643,78262,46,Orissa,Bolangir,20.616300298507447,83.21520059701498
702,2013 (2004),8,Orissa,Bolangir,8246,20240,18.21,22.52,10201,17985,22.53,20.01,26827,51645,59.25,57.47,45275,89870,52,Orissa,Bolangir,20.616300298507447,83.21520059701498
703,2007 (2004),8,Orissa,Cuttack,9507,14850,12.18,15.87,32586,38032,41.76,40.65,35942,40687,46.06,43.48,78034,93569,37,Orissa,Cuttack,20.407640646029623,85.7776810228802
703,2008 (2004),8,Orissa,Cuttack,10224,15927,12.03,14.71,34339,42993,40.41,39.7,40420,49388,47.56,45.6,84983,108308,43,Orissa,Cuttack,20.407640646029623,85.7776810228802
703,2009 (2004),8,Orissa,Cuttack,11660,18427,13.33,15.53,32465,42109,37.11,35.49,43355,58130,49.56,48.99,87480,118665,46,Orissa,Cuttack,20.407640646029623,85.7776810228802
703,2010 (2004),8,Orissa,Cuttack,11537,19725,12.19,14.06,36008,51103,38.03,36.43,47134,69467,49.78,49.51,94679,140295,54,Orissa,Cuttack,20.407640646029623,85.7776810228802
703,2011 (2004),8,Orissa,Cuttack,11304,19634,11.56,12.87,36721,54607,37.56,35.79,49732,78321,50.87,51.34,97757,152562,58,Orissa,Cuttack,20.407640646029623,85.7776810228802
703,2012 (2004),8,Orissa,Cuttack,13001,27705,12.23,15.17,41081,65751,38.66,36.01,52195,89125,49.11,48.81,106276,182581,69,Orissa,Cuttack,20.407640646029623,85.7776810228802
703,2013 (2004),8,Orissa,Cuttack,12933,32140,11.22,15.11,43507,72567,37.73,34.11,58873,108033,51.05,50.78,115313,212740,79,Orissa,Cuttack,20.407640646029623,85.7776810228802
704,2007 (2004),8,Orissa,Dhenkanal,6463,10025,23.02,28.51,8947,10616,31.87,30.19,12667,14521,45.12,41.3,28077,35161,31,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
704,2008 (2004),8,Orissa,Dhenkanal,6377,9808,21.16,24.73,9332,11972,30.97,30.19,14429,17878,47.88,45.08,30137,39658,34,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
704,2009 (2004),8,Orissa,Dhenkanal,6307,9827,20.03,22.43,9111,12085,28.93,27.59,16071,21892,51.04,49.98,31488,43804,38,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
704,2010 (2004),8,Orissa,Dhenkanal,5918,10099,17.32,19.33,10291,15039,30.11,28.79,17966,27096,52.57,51.87,34176,52234,44,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
704,2011 (2004),8,Orissa,Dhenkanal,5619,9669,15.15,16.33,12199,18539,32.9,31.31,19258,31007,51.94,52.36,37077,59215,50,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
704,2012 (2004),8,Orissa,Dhenkanal,6161,12936,15.14,18.01,13834,22528,34.0,31.36,20697,36368,50.86,50.63,40692,71832,60,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
704,2013 (2004),8,Orissa,Dhenkanal,5913,14402,13.71,17.65,14706,24892,34.09,30.5,22524,42308,52.21,51.85,43143,81601,67,Orissa,Dhenkanal,20.79887159353349,85.53226836027711
705,2007 (2004),8,Orissa,Ganjam,14103,21309,17.77,21.92,18165,21810,22.89,22.43,47088,54114,59.34,55.65,79355,97232,29,Orissa,Ganjam,19.2632617564534,84.80297710437702
705,2008 (2004),8,Orissa,Ganjam,13968,21158,16.43,19.11,18599,24339,21.87,21.98,52462,65232,61.7,58.91,85030,110729,32,Orissa,Ganjam,19.2632617564534,84.80297710437702
705,2009 (2004),8,Orissa,Ganjam,14966,23232,16.66,18.46,17642,23792,19.64,18.91,57227,78794,63.7,62.63,89835,125818,36,Orissa,Ganjam,19.2632617564534,84.80297710437702
705,2010 (2004),8,Orissa,Ganjam,14867,25355,15.12,16.63,20500,30831,20.86,20.22,62928,96260,64.02,63.14,98295,152446,44,Orissa,Ganjam,19.2632617564534,84.80297710437702
705,2011 (2004),8,Orissa,Ganjam,14109,24543,13.97,14.86,21505,33892,21.3,20.52,65372,106750,64.73,64.62,100986,165185,47,Orissa,Ganjam,19.2632617564534,84.80297710437702
705,2012 (2004),8,Orissa,Ganjam,15475,32313,14.26,16.52,24366,41212,22.45,21.06,68675,122129,63.29,62.42,108517,195653,55,Orissa,Ganjam,19.2632617564534,84.80297710437702
705,2013 (2004),8,Orissa,Ganjam,14809,35718,13.07,16.29,25880,45593,22.84,20.8,72645,137893,64.1,62.91,113333,219204,61,Orissa,Ganjam,19.2632617564534,84.80297710437702
706,2007 (2004),8,Orissa,Kalahandi,8962,13961,37.45,44.6,5099,6015,21.31,19.21,9869,11327,41.24,36.18,23930,31304,21,Orissa,Kalahandi,19.784253092783523,83.1124043814433
706,2008 (2004),8,Orissa,Kalahandi,8505,13064,34.52,39.33,5241,6651,21.27,20.02,10893,13502,44.21,40.65,24639,33217,22,Orissa,Kalahandi,19.784253092783523,83.1124043814433
706,2009 (2004),8,Orissa,Kalahandi,7912,12261,31.35,34.31,5010,6589,19.85,18.44,12314,16887,48.8,47.25,25236,35737,23,Orissa,Kalahandi,19.784253092783523,83.1124043814433
706,2010 (2004),8,Orissa,Kalahandi,7663,13068,28.84,31.61,5711,8187,21.5,19.8,13194,20088,49.66,48.59,26568,41344,27,Orissa,Kalahandi,19.784253092783523,83.1124043814433
706,2011 (2004),8,Orissa,Kalahandi,7202,12308,26.68,28.16,6047,9072,22.41,20.76,13740,22325,50.91,51.08,26989,43705,28,Orissa,Kalahandi,19.784253092783523,83.1124043814433
706,2012 (2004),8,Orissa,Kalahandi,7767,16242,26.78,30.79,6816,10995,23.5,20.84,14419,25514,49.72,48.37,29001,52751,33,Orissa,Kalahandi,19.784253092783523,83.1124043814433
706,2013 (2004),8,Orissa,Kalahandi,7367,17855,24.8,30.52,7131,11978,24.01,20.47,15202,28679,51.19,49.01,29700,58511,36,Orissa,Kalahandi,19.784253092783523,83.1124043814433
707,2007 (2004),8,Orissa,Keonjhar,8243,12808,15.3,17.88,28247,39044,52.43,54.51,17385,19780,32.27,27.61,53875,71632,42,Orissa,Keonjhar,21.492257402597374,85.76276987012994
